NAV,RP,SP,Date
55.3641,54.8105,56.6098,13-Jul-09
56.8623,56.2937,58.1417,14-Jul-09
58.4651,57.8804,59.7806,15-Jul-09
58.5908,58.0049,59.9091,16-Jul-09
60.019,59.4188,61.3694,17-Jul-09
60.9797,60.3699,62.3517,20-Jul-09
60.8448,60.2364,62.2138,21-Jul-09
60.0286,59.4283,61.3792,22-Jul-09
61.01,60.3999,62.3827,23-Jul-09
61.6938,61.0769,63.0819,24-Jul-09
61.7561,61.1385,63.1456,27-Jul-09
62.1004,61.4794,63.4977,28-Jul-09
61.4848,60.87,62.8682,29-Jul-09
61.9642,61.3446,63.3584,30-Jul-09
62.8018,62.1738,64.2148,31-Jul-09
63.6394,63.003,63.6394,3-Aug-09
63.0814,62.4506,63.0814,4-Aug-09
63.3182,62.685,63.3182,5-Aug-09
62.0368,61.4164,62.0368,6-Aug-09
61.1817,60.5699,61.1817,7-Aug-09
60.65,60.0435,60.65,10-Aug-09
60.7906,60.1827,60.7906,11-Aug-09
60.8254,60.2171,60.8254,12-Aug-09
62.2725,61.6498,62.2725,13-Aug-09
62.3494,61.7259,62.3494,14-Aug-09
60.5465,59.941,60.5465,17-Aug-09
61.6755,61.0587,61.6755,18-Aug-09
61.1739,60.5622,61.1739,19-Aug-09
61.4981,60.8831,61.4981,20-Aug-09
62.2144,61.5923,62.2144,21-Aug-09
63.7839,63.1461,63.7839,24-Aug-09
64.4677,63.823,64.4677,25-Aug-09
64.9145,64.2654,64.9145,26-Aug-09
64.8869,64.238,64.8869,27-Aug-09
64.9054,64.2563,64.9054,28-Aug-09
64.78,64.1322,64.78,31-Aug-09
64.4543,63.8098,64.4543,1-Sep-09
64.3626,63.719,64.3626,2-Sep-09
64.1701,63.5284,64.1701,3-Sep-09
64.8005,64.1525,64.8005,4-Sep-09
65.671,65.0143,65.671,7-Sep-09
65.5237,64.8685,65.5237,8-Sep-09
65.4927,64.8378,65.4927,9-Sep-09
65.522,64.8668,65.522,10-Sep-09
65.2827,64.6299,65.2827,11-Sep-09
65.3139,64.6608,65.3139,14-Sep-09
66.1486,65.4871,66.1486,15-Sep-09
66.7469,66.0794,66.7469,16-Sep-09
66.8675,66.1988,66.8675,17-Sep-09
66.8869,66.218,66.8869,18-Sep-09
67.6146,66.9385,67.6146,22-Sep-09
67.3026,66.6296,67.3026,23-Sep-09
67.6467,66.9702,67.6467,24-Sep-09
67.6377,66.9613,67.6377,25-Sep-09
67.9366,67.2572,67.9366,29-Sep-09
69.0488,68.3583,69.0488,30-Sep-09
68.8779,68.1891,68.8779,1-Oct-09
68.2381,67.5557,68.2381,5-Oct-09
68.5437,67.8583,68.5437,6-Oct-09
68.7596,68.072,68.7596,7-Oct-09
69.0875,68.3966,69.0875,8-Oct-09
68.4791,67.7943,68.4791,9-Oct-09
69.427,68.7327,69.427,12-Oct-09
70.6366,69.9302,70.6366,14-Oct-09
70.9072,70.1981,70.9072,15-Oct-09
71.1774,70.4656,71.1774,16-Oct-09
71.0192,70.309,71.0192,20-Oct-09
70.2003,69.4983,70.2003,21-Oct-09
69.2386,68.5462,69.2386,22-Oct-09
69.801,69.103,69.801,23-Oct-09
69.7353,69.0379,69.7353,26-Oct-09
68.7481,68.0606,68.7481,27-Oct-09
68.8845,68.1957,68.8845,28-Oct-09
68.3668,67.6831,68.3668,29-Oct-09
68.3754,67.6916,68.3754,30-Oct-09
66.5667,65.901,66.5667,3-Nov-09
68.2069,67.5248,68.2069,4-Nov-09
69.0617,68.3711,69.0617,5-Nov-09
70.1882,69.4863,70.1882,6-Nov-09
71.5821,70.8663,71.5821,9-Nov-09
71.2333,70.521,71.2333,10-Nov-09
72.6782,71.9514,72.6782,11-Nov-09
72.2866,71.5637,72.2866,12-Nov-09
72.6118,71.8857,72.6118,13-Nov-09
73.1074,72.3763,73.1074,16-Nov-09
73.1958,72.4638,73.1958,17-Nov-09
73.1915,72.4596,73.1915,18-Nov-09
72.1601,71.4385,72.1601,19-Nov-09
72.6769,71.9501,72.6769,20-Nov-09
72.8459,72.1174,72.8459,23-Nov-09
73.0207,72.2905,73.0207,24-Nov-09
73.2661,72.5334,73.2661,25-Nov-09
72.3849,71.6611,72.3849,26-Nov-09
71.7476,71.0301,71.7476,27-Nov-09
72.6876,71.9607,72.6876,30-Nov-09
73.853,73.1145,73.853,1-Dec-09
73.6553,72.9187,73.6553,2-Dec-09
74.082,73.3412,74.082,3-Dec-09
73.9436,73.2042,73.9436,4-Dec-09
73.2952,72.5622,73.2952,7-Dec-09
73.682,72.9452,73.682,8-Dec-09
73.2929,72.56,73.2929,9-Dec-09
73.4614,72.7268,73.4614,10-Dec-09
73.3931,72.6592,73.3931,11-Dec-09
73.377,72.6432,73.377,14-Dec-09
72.5075,71.7824,72.5075,15-Dec-09
72.7298,72.0025,72.7298,16-Dec-09
73.005,72.275,73.005,17-Dec-09
72.6621,71.9355,72.6621,18-Dec-09
72.1711,71.4494,72.1711,21-Dec-09
72.4653,71.7406,72.4653,22-Dec-09
73.7334,72.9961,73.7334,23-Dec-09
73.9633,73.2237,73.9633,24-Dec-09
74.1229,73.3817,74.1229,29-Dec-09
74.083,73.3422,74.083,30-Dec-09
74.5816,73.8358,74.5816,31-Dec-09
75.3508,74.5973,75.3508,4-Jan-10
75.8132,75.0551,75.8132,5-Jan-10
76.2209,75.4587,76.2209,6-Jan-10
75.7907,75.0328,75.7907,7-Jan-10
75.3277,74.5744,75.3277,8-Jan-10
75.4634,74.7088,75.4634,11-Jan-10
75.5603,74.8047,75.5603,12-Jan-10
76.0125,75.2524,76.0125,13-Jan-10
76.5259,75.7606,76.5259,14-Jan-10
76.2805,75.5177,76.2805,15-Jan-10
76.3907,75.6268,76.3907,18-Jan-10
75.8885,75.1296,75.8885,19-Jan-10
75.9345,75.1752,75.9345,20-Jan-10
74.6744,73.9277,74.6744,21-Jan-10
74.2491,73.5066,74.2491,22-Jan-10
73.3544,72.6209,73.3544,25-Jan-10
71.5267,70.8114,71.5267,27-Jan-10
72.0066,71.2865,72.0066,28-Jan-10
72.2066,71.4845,72.2066,29-Jan-10
72.9902,72.2603,72.9902,1-Feb-10
72.3305,71.6072,72.3305,2-Feb-10
73.1943,72.4624,73.1943,3-Feb-10
72.1797,71.4579,72.1797,4-Feb-10
71.1654,70.4537,71.1654,5-Feb-10
71.9642,71.2446,71.9642,8-Feb-10
72.8394,72.111,72.8394,9-Feb-10
72.5446,71.8192,72.5446,10-Feb-10
72.807,72.0789,72.807,11-Feb-10
72.6696,71.9429,72.6696,15-Feb-10
73.0611,72.3305,73.0611,16-Feb-10
73.6084,72.8723,73.6084,17-Feb-10
73.007,72.2769,73.007,18-Feb-10
72.5243,71.7991,72.5243,19-Feb-10
72.33,71.6067,72.33,22-Feb-10
72.2994,71.5764,72.2994,23-Feb-10
72.3648,71.6412,72.3648,24-Feb-10
72.2209,71.4987,72.2209,25-Feb-10
72.8792,72.1504,72.8792,26-Feb-10
73.9644,73.2248,73.9644,2-Mar-10
74.735,73.9877,74.735,3-Mar-10
74.9467,74.1972,74.9467,4-Mar-10
75.1954,74.4434,75.1954,5-Mar-10
75.6439,74.8875,75.6439,8-Mar-10
75.4133,74.6592,75.4133,9-Mar-10
75.1719,74.4202,75.1719,10-Mar-10
75.4323,74.678,75.4323,11-Mar-10
75.421,74.6668,75.421,12-Mar-10
75.407,74.6529,75.407,15-Mar-10
75.8721,75.1134,75.8721,16-Mar-10
76.087,75.3261,76.087,17-Mar-10
75.9642,75.2046,75.9642,18-Mar-10
75.9727,75.213,75.9727,19-Mar-10
75.5764,74.8206,75.5764,22-Mar-10
75.8312,75.0729,75.8312,23-Mar-10
76.1198,75.3586,76.1198,25-Mar-10
76.4053,75.6412,76.4053,26-Mar-10
76.3546,75.5911,76.3546,29-Mar-10
76.0097,75.2496,76.0097,30-Mar-10
76.0252,75.2649,76.0252,31-Mar-10
76.6705,75.9038,76.6705,1-Apr-10
77.1787,76.4069,77.1787,5-Apr-10
77.0742,76.3035,77.0742,6-Apr-10
77.101,76.33,77.101,7-Apr-10
76.6227,75.8565,76.6227,8-Apr-10
77.1325,76.3612,77.1325,9-Apr-10
77.0551,76.2845,77.0551,12-Apr-10
77.1463,76.3748,77.1463,13-Apr-10
76.9171,76.1479,76.9171,15-Apr-10
76.744,75.9766,76.744,16-Apr-10
76.4332,75.6689,76.4332,19-Apr-10
76.8616,76.093,76.8616,20-Apr-10
77.1821,76.4103,77.1821,21-Apr-10
77.3187,76.5455,77.3187,22-Apr-10
77.5831,76.8073,77.5831,23-Apr-10
77.8642,77.0856,77.8642,26-Apr-10
77.5772,76.8014,77.5772,27-Apr-10
76.7151,75.9479,76.7151,28-Apr-10
76.9931,76.2232,76.9931,29-Apr-10
77.3317,76.5584,77.3317,30-Apr-10
76.9983,76.2283,76.9983,3-May-10
76.3808,75.617,76.3808,4-May-10
76.4167,75.6525,76.4167,5-May-10
76.0841,75.3233,76.0841,6-May-10
74.766,74.0183,74.766,7-May-10
76.4115,75.6474,76.4115,10-May-10
75.8963,75.1373,75.8963,11-May-10
76.3192,75.556,76.3192,12-May-10
77.1099,76.3388,77.1099,13-May-10
76.5242,75.759,76.5242,14-May-10
76.356,75.5924,76.356,17-May-10
76.3994,75.6354,76.3994,18-May-10
74.6037,73.8577,74.6037,19-May-10
74.8923,74.1434,74.8923,20-May-10
74.3403,73.5969,74.3403,21-May-10
74.4928,73.7479,74.4928,24-May-10
72.843,72.1146,72.843,25-May-10
73.8718,73.1331,73.8718,26-May-10
74.5135,73.7684,74.5135,27-May-10
75.2711,74.5184,75.2711,28-May-10
75.829,75.0707,75.829,31-May-10
74.8319,74.0836,74.8319,1-Jun-10
75.2965,74.5435,75.2965,2-Jun-10
76.1301,75.3688,76.1301,3-Jun-10
76.3915,75.6276,76.3915,4-Jun-10
75.6626,74.906,75.6626,7-Jun-10
75.4066,74.6525,75.4066,8-Jun-10
75.5974,74.8414,75.5974,9-Jun-10
76.2913,75.5284,76.2913,10-Jun-10
76.458,75.6934,76.458,11-Jun-10
76.9782,76.2084,76.9782,14-Jun-10
76.9605,76.1909,76.9605,15-Jun-10
77.1729,76.4012,77.1729,16-Jun-10
77.5248,76.7496,77.5248,17-Jun-10
77.471,76.6963,77.471,18-Jun-10
78.1552,77.3736,78.1552,21-Jun-10
78.1366,77.3552,78.1366,22-Jun-10
78.3814,77.5976,78.3814,23-Jun-10
78.3509,77.5674,78.3509,24-Jun-10
77.9412,77.1618,77.9412,25-Jun-10
78.6187,77.8325,78.6187,28-Jun-10
78.2169,77.4347,78.2169,29-Jun-10
77.1882,76.4163,77.1882,30-Jun-10
78.6025,77.8165,78.6025,1-Jul-10
78.402,77.618,78.402,2-Jul-10
78.4729,77.6882,78.4729,5-Jul-10
78.877,78.0882,78.877,6-Jul-10
78.626,77.8397,78.626,7-Jul-10
79.0623,78.2717,79.0623,8-Jul-10
79.3896,78.5957,79.3896,9-Jul-10
79.6648,78.8682,79.6648,12-Jul-10
79.7358,78.9384,79.7358,13-Jul-10
79.5348,78.7395,79.5348,14-Jul-10
79.5146,78.7195,79.5146,15-Jul-10
79.8419,79.0435,79.8419,16-Jul-10
79.866,79.0673,79.866,19-Jul-10
79.5796,78.7838,79.5796,20-Jul-10
79.8749,79.0762,79.8749,21-Jul-10
80.1484,79.3469,80.1484,22-Jul-10
79.9391,79.1397,79.9391,23-Jul-10
79.5031,78.7081,79.5031,26-Jul-10
79.5958,78.7998,79.5958,27-Jul-10
79.7372,78.9398,79.7372,28-Jul-10
79.8969,79.0979,79.8969,29-Jul-10
79.9743,79.1746,79.9743,30-Jul-10
80.198,79.396,80.198,2-Aug-10
80.1743,79.3726,80.1743,3-Aug-10
80.3534,79.5499,80.3534,4-Aug-10
80.3025,79.4995,80.3025,5-Aug-10
80.4202,79.616,80.4202,6-Aug-10
81.0196,80.2094,81.0196,9-Aug-10
80.7186,79.9114,80.7186,10-Aug-10
80.713,79.9059,80.713,11-Aug-10
80.9956,80.1856,80.9956,12-Aug-10
81.3917,80.5778,81.3917,13-Aug-10
81.2502,80.4377,81.2502,16-Aug-10
81.3646,80.551,81.3646,17-Aug-10
81.9211,81.1019,81.9211,18-Aug-10
82.1053,81.2842,82.1053,19-Aug-10
82.0259,81.2056,82.0259,20-Aug-10
82.4429,81.6185,82.4429,23-Aug-10
81.8289,81.0106,81.8289,24-Aug-10
81.3146,80.5015,81.3146,25-Aug-10
81.5407,80.7253,81.5407,26-Aug-10
81.1519,80.3404,81.1519,27-Aug-10
81.0836,80.2728,81.0836,30-Aug-10
80.6674,79.8607,80.6674,31-Aug-10
81.3908,80.5769,81.3908,1-Sep-10
81.6083,80.7922,81.6083,2-Sep-10
82.1643,81.3427,82.1643,3-Sep-10
83.0119,82.1818,83.0119,6-Sep-10
83.1595,82.3279,83.1595,7-Sep-10
83.0717,82.241,83.0717,8-Sep-10
83.621,82.7848,83.621,9-Sep-10
84.457,83.6124,84.457,13-Sep-10
84.4759,83.6311,84.4759,14-Sep-10
84.5864,83.7405,84.5864,15-Sep-10
84.0798,83.239,84.0798,16-Sep-10
84.8952,84.0462,84.8952,17-Sep-10
85.4077,84.5536,85.4077,20-Sep-10
85.2042,84.3522,85.2042,21-Sep-10
84.9338,84.0845,84.9338,22-Sep-10
84.9943,84.1444,84.9943,23-Sep-10
85.5178,84.6626,85.5178,24-Sep-10
85.8074,84.9493,85.8074,27-Sep-10
85.8965,85.0375,85.8965,28-Sep-10
85.599,84.743,85.599,29-Sep-10
85.4961,84.6411,85.4961,30-Sep-10
86.7045,85.8375,86.7045,1-Oct-10
86.9073,86.0382,86.9073,4-Oct-10
86.9947,86.1248,86.9947,5-Oct-10
87.4364,86.562,87.4364,6-Oct-10
86.9096,86.0405,86.9096,7-Oct-10
86.5519,85.6864,86.5519,8-Oct-10
87.0029,86.1329,87.0029,11-Oct-10
86.7678,85.9001,86.7678,12-Oct-10
87.6487,86.7722,87.6487,13-Oct-10
87.1728,86.3011,87.1728,14-Oct-10
86.056,85.1954,86.056,15-Oct-10
85.8842,85.0254,85.8842,18-Oct-10
85.4259,84.5716,85.4259,19-Oct-10
85.3298,84.4765,85.3298,20-Oct-10
86.3017,85.4387,86.3017,21-Oct-10
86.2862,85.4233,86.2862,22-Oct-10
86.8844,86.0156,86.8844,25-Oct-10
86.6955,85.8285,86.6955,26-Oct-10
86.3569,85.4933,86.3569,27-Oct-10
85.9738,85.1141,85.9738,28-Oct-10
85.8112,84.9531,85.8112,29-Oct-10
86.8478,85.9793,86.8478,1-Nov-10
86.9319,86.0626,86.9319,2-Nov-10
87.5689,86.6932,87.5689,3-Nov-10
88.8357,87.9473,88.8357,4-Nov-10
88.8731,87.9844,88.8731,8-Nov-10
89.2196,88.3274,89.2196,9-Nov-10
89.3928,88.4989,89.3928,10-Nov-10
88.8822,87.9934,88.8822,11-Nov-10
87.5422,86.6668,87.5422,12-Nov-10
87.9613,87.0817,87.9613,15-Nov-10
86.7332,85.8659,86.7332,16-Nov-10
86.7675,85.8998,86.7675,18-Nov-10
85.7833,84.9255,85.7833,19-Nov-10
86.4351,85.5707,86.4351,22-Nov-10
85.7551,84.8975,85.7551,23-Nov-10
85.0506,84.2001,85.0506,24-Nov-10
84.5774,83.7316,84.5774,25-Nov-10
83.4914,82.6565,83.4914,26-Nov-10
84.0676,83.2269,84.0676,29-Nov-10
84.9174,84.0682,84.9174,30-Nov-10
86.3684,85.5047,86.3684,1-Dec-10
86.7689,85.9012,86.7689,2-Dec-10
86.1977,85.3357,86.1977,3-Dec-10
85.9203,85.0611,85.9203,6-Dec-10
85.3896,84.5357,85.3896,7-Dec-10
84.5858,83.7399,84.5858,8-Dec-10
82.2238,81.4016,82.2238,9-Dec-10
83.2205,82.3883,83.2205,10-Dec-10
83.9957,83.1557,83.9957,13-Dec-10
84.5397,83.6943,84.5397,14-Dec-10
83.8862,83.0473,83.8862,15-Dec-10
84.0584,83.2178,84.0584,16-Dec-10
84.1738,83.3321,84.1738,20-Dec-10
84.5774,83.7316,84.5774,21-Dec-10
84.5771,83.7313,84.5771,22-Dec-10
84.3111,83.468,84.3111,23-Dec-10
84.4091,83.565,84.4091,24-Dec-10
84.2614,83.4188,84.2614,27-Dec-10
84.2071,83.365,84.2071,28-Dec-10
84.7919,83.944,84.7919,29-Dec-10
85.0799,84.2291,85.0799,30-Dec-10
85.6741,84.8174,85.6741,31-Dec-10
86.1705,85.3088,86.1705,3-Jan-11
86.0209,85.1607,86.0209,4-Jan-11
85.4624,84.6078,85.4624,5-Jan-11
84.9305,84.0812,84.9305,6-Jan-11
83.5473,82.7118,83.5473,7-Jan-11
82.2304,81.4081,82.2304,10-Jan-11
82.1721,81.3504,82.1721,11-Jan-11
82.9305,82.1012,82.9305,12-Jan-11
82.2008,81.3788,82.2008,13-Jan-11
81.3764,80.5626,81.3764,14-Jan-11
81.2677,80.455,81.2677,17-Jan-11
81.6925,80.8756,81.6925,18-Jan-11
81.572,80.7563,81.572,19-Jan-11
81.8641,81.0455,81.8641,20-Jan-11
81.8606,81.042,81.8606,21-Jan-11
82.54,81.7146,82.54,24-Jan-11
82.0416,81.2212,82.0416,25-Jan-11
80.936,80.1266,80.936,27-Jan-11
79.6788,78.882,79.6788,28-Jan-11
79.8976,79.0986,79.8976,31-Jan-11
78.9834,78.1936,78.9834,1-Feb-11
79.3633,78.5697,79.3633,2-Feb-11
80.2985,79.4955,80.2985,3-Feb-11
79.1399,78.3485,79.1399,4-Feb-11
78.6913,77.9044,78.6913,7-Feb-11
77.4773,76.7025,77.4773,8-Feb-11
76.6034,75.8374,76.6034,9-Feb-11
76.2926,75.5297,76.2926,10-Feb-11
77.2663,76.4936,77.2663,11-Feb-11
78.7279,77.9406,78.7279,14-Feb-11
78.7404,77.953,78.7404,15-Feb-11
79.054,78.2635,79.054,16-Feb-11
79.6399,78.8435,79.6399,17-Feb-11
78.8473,78.0588,78.8473,18-Feb-11
79.5061,78.711,79.5061,21-Feb-11
78.9898,78.1999,78.9898,22-Feb-11
78.4838,77.699,78.4838,23-Feb-11
76.8102,76.0421,76.8102,24-Feb-11
77.0049,76.2349,77.0049,25-Feb-11
77.5788,76.803,77.5788,28-Feb-11
79.3137,78.5206,79.3137,1-Mar-11
79.3313,78.538,79.3313,3-Mar-11
79.2189,78.4267,79.2189,4-Mar-11
78.664,77.8774,78.664,7-Mar-11
79.2709,78.4782,79.2709,8-Mar-11
79.391,78.5971,79.391,9-Mar-11
79.2125,78.4204,79.2125,10-Mar-11
78.7406,77.9532,78.7406,11-Mar-11
79.3452,78.5517,79.3452,14-Mar-11
78.4181,77.6339,78.4181,15-Mar-11
79.07,78.2793,79.07,16-Mar-11
78.7301,77.9428,78.7301,17-Mar-11
78.0648,77.2842,78.0648,18-Mar-11
78.1225,77.3413,78.1225,21-Mar-11
78.5425,77.7571,78.5425,22-Mar-11
79.0857,78.2948,79.0857,23-Mar-11
79.3944,78.6005,79.3944,24-Mar-11
80.5178,79.7126,80.5178,25-Mar-11
81.0419,80.2315,81.0419,28-Mar-11
81.4091,80.595,81.4091,29-Mar-11
82.1727,81.351,82.1727,30-Mar-11
82.4797,81.6549,82.4797,31-Mar-11
82.6759,81.8491,82.6759,1-Apr-11
83.4884,82.6535,83.4884,4-Apr-11
83.4671,82.6324,83.4671,5-Apr-11
83.3651,82.5314,83.3651,6-Apr-11
83.6743,82.8376,83.6743,7-Apr-11
83.2448,82.4124,83.2448,8-Apr-11
82.8634,82.0348,82.8634,11-Apr-11
83.9504,83.1109,83.9504,13-Apr-11
83.4021,82.5681,83.4021,15-Apr-11
82.7105,81.8834,82.7105,18-Apr-11
82.8269,81.9986,82.8269,19-Apr-11
83.7944,82.9565,83.7944,20-Apr-11
84.1545,83.313,84.1545,21-Apr-11
84.5964,83.7504,84.5964,25-Apr-11
84.551,83.7055,84.551,26-Apr-11
84.7044,83.8574,84.7044,27-Apr-11
84.3464,83.5029,84.3464,28-Apr-11
83.9017,83.0627,83.9017,29-Apr-11
83.3496,82.5161,83.3496,2-May-11
81.9284,81.1091,81.9284,3-May-11
81.8528,81.0343,81.8528,4-May-11
81.1171,80.3059,81.1171,5-May-11
81.8898,81.0709,81.8898,6-May-11
82.3697,81.546,82.3697,9-May-11
82.2541,81.4316,82.2541,10-May-11
82.4996,81.6746,82.4996,11-May-11
82.0386,81.2182,82.0386,12-May-11
82.7483,81.9208,82.7483,13-May-11
82.2283,81.406,82.2283,16-May-11
81.5734,80.7577,81.5734,17-May-11
81.1838,80.372,81.1838,18-May-11
81.1945,80.3826,81.1945,19-May-11
81.6023,80.7863,81.6023,20-May-11
80.8068,79.9987,80.8068,23-May-11
81.0354,80.225,81.0354,24-May-11
80.8146,80.0065,80.8146,25-May-11
81.257,80.4444,81.257,26-May-11
81.8334,81.0151,81.8334,27-May-11
81.9774,81.1576,81.9774,30-May-11
82.9418,82.1124,82.9418,31-May-11
83.2091,82.377,83.2091,1-Jun-11
83.0525,82.222,83.0525,2-Jun-11
82.6832,81.8564,82.6832,3-Jun-11
82.6289,81.8026,82.6289,6-Jun-11
82.9872,82.1573,82.9872,7-Jun-11
82.7814,81.9536,82.7814,8-Jun-11
82.7894,81.9615,82.7894,9-Jun-11
82.7114,81.8843,82.7114,10-Jun-11
82.7879,81.96,82.7879,13-Jun-11
83.0668,82.2361,83.0668,14-Jun-11
82.5557,81.7301,82.5557,15-Jun-11
82.2543,81.4318,82.2543,16-Jun-11
81.9193,81.1001,81.9193,17-Jun-11
80.8184,80.0102,80.8184,20-Jun-11
80.8688,80.0601,80.8688,21-Jun-11
80.6656,79.8589,80.6656,22-Jun-11
81.1509,80.3394,81.1509,23-Jun-11
82.5056,81.6805,82.5056,24-Jun-11
83.2785,82.4457,83.2785,27-Jun-11
83.2834,82.4506,83.2834,28-Jun-11
83.9126,83.0735,83.9126,29-Jun-11
84.3497,83.5062,84.3497,30-Jun-11
84.1939,83.352,84.1939,1-Jul-11
84.5468,83.7013,84.5468,4-Jul-11
84.5018,83.6568,84.5018,5-Jul-11
84.3256,83.4823,84.3256,6-Jul-11
85.2959,84.4429,85.2959,7-Jul-11
84.7112,83.8641,84.7112,8-Jul-11
84.5132,83.6681,84.5132,11-Jul-11
83.869,83.0303,83.869,12-Jul-11
84.5528,83.7073,84.5528,13-Jul-11
84.8899,84.041,84.8899,14-Jul-11
84.8656,84.0169,84.8656,15-Jul-11
84.9707,84.121,84.9707,18-Jul-11
85.1735,84.3218,85.1735,19-Jul-11
84.4256,83.5813,84.4256,20-Jul-11
84.1902,83.3483,84.1902,21-Jul-11
85.1425,84.2911,85.1425,22-Jul-11
85.7143,84.8572,85.7143,25-Jul-11
84.7794,83.9316,84.7794,26-Jul-11
84.6813,83.8345,84.6813,27-Jul-11
84.2466,83.4041,84.2466,28-Jul-11
84.0599,83.2193,84.0599,29-Jul-11
84.2867,83.4438,84.2867,1-Aug-11
83.6417,82.8053,83.6417,2-Aug-11
83.2446,82.4122,83.2446,3-Aug-11
82.722,81.8948,82.722,4-Aug-11
81.6071,80.791,81.6071,5-Aug-11
80.8833,80.0745,80.8833,8-Aug-11
80.67,79.8633,80.67,9-Aug-11
81.5944,80.7785,81.5944,10-Aug-11
81.2854,80.4725,81.2854,11-Aug-11
80.848,80.0395,80.848,12-Aug-11
80.3476,79.5441,80.3476,16-Aug-11
80.363,79.5594,80.363,17-Aug-11
79.3262,78.5329,79.3262,18-Aug-11
78.3964,77.6124,78.3964,19-Aug-11
79.0714,78.2807,79.0714,22-Aug-11
79.4056,78.6115,79.4056,23-Aug-11
78.9267,78.1374,78.9267,24-Aug-11
78.5902,77.8043,78.5902,25-Aug-11
77.5225,76.7473,77.5225,26-Aug-11
79.0144,78.2243,79.0144,29-Aug-11
79.6057,78.8096,79.6057,30-Aug-11
80.1462,79.3447,80.1462,2-Sep-11
79.9384,79.139,79.9384,5-Sep-11
80.3108,79.5077,80.3108,6-Sep-11
80.8519,80.0434,80.8519,7-Sep-11
81.101,80.29,81.101,8-Sep-11
80.5357,79.7303,80.5357,9-Sep-11
79.5467,78.7512,79.5467,12-Sep-11
79.4504,78.6559,79.4504,13-Sep-11
80.1548,79.3533,80.1548,14-Sep-11
80.5977,79.7917,80.5977,15-Sep-11
80.7466,79.9391,80.7466,16-Sep-11
80.3467,79.5432,80.3467,19-Sep-11
81.1694,80.3577,81.1694,20-Sep-11
81.4201,80.6059,81.4201,21-Sep-11
79.3958,78.6018,79.3958,22-Sep-11
78.9124,78.1233,78.9124,23-Sep-11
78.373,77.5893,78.373,26-Sep-11
79.6426,78.8462,79.6426,27-Sep-11
79.2989,78.5059,79.2989,28-Sep-11
79.887,79.0881,79.887,29-Sep-11
79.2557,78.4631,79.2557,30-Sep-11
78.5877,77.8018,78.5877,3-Oct-11
77.6364,76.86,77.6364,4-Oct-11
77.233,76.4607,77.233,5-Oct-11
78.2676,77.4849,78.2676,7-Oct-11
79.0449,78.2545,79.0449,10-Oct-11
79.0388,78.2484,79.0388,11-Oct-11
80.0806,79.2798,80.0806,12-Oct-11
79.8313,79.033,79.8313,13-Oct-11
80.3967,79.5927,80.3967,14-Oct-11
80.3907,79.5868,80.3907,17-Oct-11
79.5951,78.7991,79.5951,18-Oct-11
80.4981,79.6931,80.4981,19-Oct-11
80.0436,79.2432,80.0436,20-Oct-11
79.6989,78.9019,79.6989,21-Oct-11
80.1886,79.3867,80.1886,24-Oct-11
80.9211,80.1119,80.9211,25-Oct-11
82.2353,81.4129,82.2353,28-Oct-11
82.1191,81.2979,82.1191,31-Oct-11
81.7883,80.9704,81.7883,1-Nov-11
81.757,80.9394,81.757,2-Nov-11
81.9159,81.0967,81.9159,3-Nov-11
82.2404,81.418,82.2404,4-Nov-11
82.1834,81.3616,82.1834,8-Nov-11
81.4272,80.6129,81.4272,9-Nov-11
81.0036,80.1936,81.0036,11-Nov-11
80.7903,79.9824,80.7903,14-Nov-11
79.9198,79.1206,79.9198,15-Nov-11
79.5644,78.7688,79.5644,16-Nov-11
78.7583,77.9707,78.7583,17-Nov-11
78.3912,77.6073,78.3912,18-Nov-11
77.2813,76.5085,77.2813,21-Nov-11
77.4051,76.631,77.4051,22-Nov-11
76.4035,75.6395,76.4035,23-Nov-11
77.1065,76.3354,77.1065,24-Nov-11
76.9643,76.1947,76.9643,25-Nov-11
78.1253,77.344,78.1253,28-Nov-11
77.6286,76.8523,77.6286,29-Nov-11
77.9614,77.1818,77.9614,30-Nov-11
78.6269,77.8406,78.6269,1-Dec-11
79.6734,78.8767,79.6734,2-Dec-11
79.5814,78.7856,79.5814,5-Dec-11
79.4976,78.7026,79.4976,7-Dec-11
78.3864,77.6025,78.3864,8-Dec-11
77.614,76.8379,77.614,9-Dec-11
76.5231,75.7579,76.5231,12-Dec-11
76.8534,76.0849,76.8534,13-Dec-11
76.336,75.5726,76.336,14-Dec-11
76.3235,75.5603,76.3235,15-Dec-11
75.6528,74.8963,75.6528,16-Dec-11
75.3267,74.5734,75.3267,19-Dec-11
74.6692,73.9225,74.6692,20-Dec-11
75.8888,75.1299,75.8888,21-Dec-11
76.0695,75.3088,76.0695,22-Dec-11
75.7271,74.9698,75.7271,23-Dec-11
76.2375,75.4751,76.2375,26-Dec-11
75.9713,75.2116,75.9713,27-Dec-11
75.6764,74.9196,75.6764,28-Dec-11
75.367,74.6133,75.367,29-Dec-11
75.3768,74.623,75.3768,30-Dec-11
75.4083,74.6542,75.4083,2-Jan-12
76.633,75.8667,76.633,3-Jan-12
76.543,75.7776,76.543,4-Jan-12
76.6375,75.8711,76.6375,5-Jan-12
76.7451,75.9776,76.7451,6-Jan-12
76.8332,76.0649,76.8332,9-Jan-12
77.8115,77.0334,77.8115,10-Jan-12
77.6572,76.8806,77.6572,11-Jan-12
