NAV,RP,SP,Date
77.3544,76.5809,77.3544,12-Jan-12
77.8426,77.0642,77.8426,13-Jan-12
77.8487,77.0702,77.8487,16-Jan-12
78.9515,78.162,78.9515,17-Jan-12
78.5827,77.7969,78.5827,18-Jan-12
79.1666,78.3749,79.1666,19-Jan-12
79.4347,78.6404,79.4347,20-Jan-12
79.4102,78.6161,79.4102,23-Jan-12
79.9344,79.1351,79.9344,24-Jan-12
80.349,79.5455,80.349,25-Jan-12
81.0856,80.2747,81.0856,27-Jan-12
80.0839,79.2831,80.0839,30-Jan-12
80.9814,80.1716,80.9814,31-Jan-12
81.2464,80.4339,81.2464,1-Feb-12
81.5408,80.7254,81.5408,2-Feb-12
82.2606,81.438,82.2606,3-Feb-12
82.7668,81.9391,82.7668,6-Feb-12
82.7682,81.9405,82.7682,7-Feb-12
83.149,82.3175,83.149,8-Feb-12
83.6403,82.8039,83.6403,9-Feb-12
83.5912,82.7553,83.5912,10-Feb-12
83.7364,82.899,83.7364,13-Feb-12
84.0521,83.2116,84.0521,14-Feb-12
85.1178,84.2666,85.1178,15-Feb-12
85.1598,84.3082,85.1598,16-Feb-12
85.6085,84.7524,85.6085,17-Feb-12
85.9958,85.1358,85.9958,21-Feb-12
84.7386,83.8912,84.7386,22-Feb-12
84.7956,83.9476,84.7956,23-Feb-12
84.2261,83.3838,84.2261,24-Feb-12
82.9213,82.0921,82.9213,27-Feb-12
84.292,83.4491,84.292,28-Feb-12
84.4536,83.6091,84.4536,29-Feb-12
83.8412,83.0028,83.8412,1-Mar-12
83.8871,83.0482,83.8871,2-Mar-12
83.3091,82.476,83.3091,5-Mar-12
83.014,82.1839,83.014,6-Mar-12
83.0854,82.2545,83.0854,7-Mar-12
84.5293,83.684,84.5293,9-Mar-12
84.65,83.8035,84.65,12-Mar-12
85.3121,84.459,85.3121,13-Mar-12
85.7813,84.9235,85.7813,14-Mar-12
84.9134,84.0643,84.9134,15-Mar-12
84.4707,83.626,84.4707,16-Mar-12
83.9989,83.1589,83.9989,19-Mar-12
84.1103,83.2692,84.1103,20-Mar-12
85.3792,84.5254,85.3792,21-Mar-12
83.9366,83.0972,83.9366,22-Mar-12
84.3574,83.5138,84.3574,23-Mar-12
83.2319,82.3996,83.2319,26-Mar-12
83.5902,82.7543,83.5902,27-Mar-12
83.3672,82.5335,83.3672,28-Mar-12
83.5941,82.7582,83.5941,29-Mar-12
84.9744,84.1247,84.9744,30-Mar-12
85.71,84.8529,85.71,2-Apr-12
86.3238,85.4606,86.3238,3-Apr-12
86.107,85.2459,86.107,4-Apr-12
84.979,84.1292,84.979,9-Apr-12
85.1405,84.2891,85.1405,10-Apr-12
85.2414,84.389,85.2414,11-Apr-12
85.7554,84.8978,85.7554,12-Apr-12
85.2271,84.3748,85.2271,13-Apr-12
85.7376,84.8802,85.7376,16-Apr-12
86.2922,85.4293,86.2922,17-Apr-12
86.7,85.833,86.7,18-Apr-12
87.1655,86.2938,87.1655,19-Apr-12
86.7747,85.907,86.7747,20-Apr-12
85.7671,84.9094,85.7671,23-Apr-12
85.5911,84.7352,85.5911,24-Apr-12
85.277,84.4242,85.277,25-Apr-12
84.9549,84.1054,84.9549,26-Apr-12
84.8528,84.0043,84.8528,27-Apr-12
85.5553,84.6997,85.5553,30-Apr-12
85.3538,84.5003,85.3538,2-May-12
84.7378,83.8904,84.7378,3-May-12
83.8145,82.9764,83.8145,4-May-12
84.2318,83.3895,84.2318,7-May-12
83.2488,82.4163,83.2488,8-May-12
83.0885,82.2576,83.0885,9-May-12
83.0864,82.2555,83.0864,10-May-12
82.4886,81.6637,82.4886,11-May-12
82.3915,81.5676,82.3915,14-May-12
82.8187,81.9905,82.8187,15-May-12
82.125,81.3038,82.125,16-May-12
82.2492,81.4267,82.2492,17-May-12
82.438,81.6136,82.438,18-May-12
82.6927,81.8658,82.6927,21-May-12
82.2734,81.4507,82.2734,22-May-12
82.066,81.2453,82.066,23-May-12
82.6588,81.8322,82.6588,24-May-12
82.7511,81.9236,82.7511,25-May-12
83.3243,82.4911,83.3243,28-May-12
83.142,82.3106,83.142,29-May-12
82.29,81.4671,82.29,30-May-12
82.1909,81.369,82.1909,31-May-12
81.37,80.5563,81.37,1-Jun-12
81.3943,80.5804,81.3943,4-Jun-12
81.5274,80.7121,81.5274,5-Jun-12
82.9462,82.1167,82.9462,6-Jun-12
83.5946,82.7587,83.5946,7-Jun-12
83.8757,83.0369,83.8757,8-Jun-12
83.6257,82.7894,83.6257,11-Jun-12
84.1059,83.2648,84.1059,12-Jun-12
84.2425,83.4001,84.2425,13-Jun-12
83.3937,82.5598,83.3937,14-Jun-12
84.2605,83.4179,84.2605,15-Jun-12
83.4797,82.6449,83.4797,18-Jun-12
83.9977,83.1577,83.9977,19-Jun-12
84.5526,83.7071,84.5526,20-Jun-12
85.1848,84.333,85.1848,21-Jun-12
85.0824,84.2316,85.0824,22-Jun-12
84.6846,83.8378,84.6846,25-Jun-12
84.6707,83.824,84.6707,26-Jun-12
84.9423,84.0929,84.9423,27-Jun-12
84.9113,84.0622,84.9113,28-Jun-12
86.3433,85.4799,86.3433,29-Jun-12
86.6004,85.7344,86.6004,2-Jul-12
86.8445,85.9761,86.8445,3-Jul-12
87.1024,86.2314,87.1024,4-Jul-12
87.6518,86.7753,87.6518,5-Jul-12
87.5679,86.6922,87.5679,6-Jul-12
87.0594,86.1888,87.0594,9-Jul-12
87.919,87.0398,87.919,10-Jul-12
87.6963,86.8193,87.6963,11-Jul-12
87.3906,86.5167,87.3906,12-Jul-12
87.4116,86.5375,87.4116,13-Jul-12
87.3213,86.4481,87.3213,16-Jul-12
87.2211,86.3489,87.2211,17-Jul-12
87.5724,86.6967,87.5724,18-Jul-12
88.01,87.1299,88.01,19-Jul-12
87.6524,86.7759,87.6524,20-Jul-12
86.7145,85.8474,86.7145,23-Jul-12
86.7855,85.9176,86.7855,24-Jul-12
86.7507,85.8832,86.7507,25-Jul-12
85.9197,85.0605,85.9197,26-Jul-12
86.1884,85.3265,86.1884,27-Jul-12
87.4009,86.5269,87.4009,30-Jul-12
87.8718,86.9931,87.8718,31-Jul-12
88.2164,87.3342,88.2164,1-Aug-12
88.151,87.2695,88.151,2-Aug-12
87.9018,87.0228,87.9018,3-Aug-12
88.4627,87.5781,88.4627,6-Aug-12
88.9251,88.0358,88.9251,7-Aug-12
89.0302,88.1399,89.0302,8-Aug-12
88.958,88.0684,88.958,9-Aug-12
88.7704,87.8827,88.7704,10-Aug-12
89.0835,88.1927,89.0835,13-Aug-12
89.6193,88.7231,89.6193,14-Aug-12
89.6516,88.7551,89.6516,16-Aug-12
89.8336,88.9353,89.8336,17-Aug-12
90.4424,89.538,90.4424,21-Aug-12
90.1714,89.2697,90.1714,22-Aug-12
90.3013,89.3983,90.3013,23-Aug-12
90.199,89.297,90.199,24-Aug-12
89.757,88.8594,89.757,27-Aug-12
89.1078,88.2167,89.1078,28-Aug-12
88.5859,87.7,88.5859,29-Aug-12
88.8506,87.9621,88.8506,30-Aug-12
88.6986,87.8116,88.6986,31-Aug-12
88.5515,87.666,88.5515,3-Sep-12
88.7506,87.8631,88.7506,4-Sep-12
88.2589,87.3763,88.2589,5-Sep-12
88.5761,87.6903,88.5761,6-Sep-12
89.6967,88.7997,89.6967,7-Sep-12
90.1443,89.2429,90.1443,10-Sep-12
90.4734,89.5687,90.4734,11-Sep-12
91.0024,90.0924,91.0024,12-Sep-12
90.8877,89.9788,90.8877,13-Sep-12
91.8037,90.8857,91.8037,14-Sep-12
92.074,91.1533,92.074,17-Sep-12
92.1265,91.2052,92.1265,18-Sep-12
91.6806,90.7638,91.6806,20-Sep-12
93.1074,92.1763,93.1074,21-Sep-12
93.2876,92.3547,93.2876,24-Sep-12
93.5437,92.6083,93.5437,25-Sep-12
93.449,92.5145,93.449,26-Sep-12
93.5484,92.6129,93.5484,27-Sep-12
94.234,93.2917,94.234,28-Sep-12
94.7205,93.7733,94.7205,1-Oct-12
95.0546,94.1041,95.0546,3-Oct-12
95.3356,94.3822,95.3356,4-Oct-12
94.6037,93.6577,94.6037,5-Oct-12
94.2201,93.2779,94.2201,8-Oct-12
94.6593,93.7127,94.6593,9-Oct-12
94.0988,93.1578,94.0988,10-Oct-12
94.8599,93.9113,94.8599,11-Oct-12
94.5898,93.6439,94.5898,12-Oct-12
94.6761,93.7293,94.6761,15-Oct-12
94.1922,93.2503,94.1922,16-Oct-12
94.592,93.6461,94.592,17-Oct-12
95.3974,94.4434,95.3974,18-Oct-12
95.1751,94.2233,95.1751,19-Oct-12
95.2328,94.2805,95.2328,22-Oct-12
95.2533,94.3008,95.2533,23-Oct-12
95.396,94.442,95.396,25-Oct-12
94.5642,93.6186,94.5642,26-Oct-12
94.218,93.2758,94.218,29-Oct-12
93.2241,92.2919,93.2241,30-Oct-12
93.8918,92.9529,93.8918,31-Oct-12
94.2877,93.3448,94.2877,1-Nov-12
94.7029,93.7559,94.7029,2-Nov-12
94.3947,93.4508,94.3947,5-Nov-12
94.9063,93.9572,94.9063,6-Nov-12
95.5661,94.6104,95.5661,7-Nov-12
95.29,94.3371,95.29,8-Nov-12
94.8866,93.9377,94.8866,9-Nov-12
95.1911,94.2392,95.1911,12-Nov-12
95.0241,94.0739,95.0241,15-Nov-12
94.2664,93.3237,94.2664,16-Nov-12
94.1782,93.2364,94.1782,19-Nov-12
94.0109,93.0708,94.0109,20-Nov-12
94.4674,93.5227,94.4674,21-Nov-12
94.8015,93.8535,94.8015,22-Nov-12
94.7751,93.8273,94.7751,23-Nov-12
95.4165,94.4623,95.4165,26-Nov-12
96.3879,95.424,96.3879,27-Nov-12
97.4571,96.4825,97.4571,29-Nov-12
98.1874,97.2055,98.1874,30-Nov-12
98.5141,97.529,98.5141,3-Dec-12
98.6957,97.7087,98.6957,4-Dec-12
98.5583,97.5727,98.5583,5-Dec-12
98.7676,97.7799,98.7676,6-Dec-12
98.5593,97.5737,98.5593,7-Dec-12
98.7222,97.735,98.7222,10-Dec-12
98.3784,97.3946,98.3784,11-Dec-12
98.2428,97.2604,98.2428,12-Dec-12
97.7533,96.7758,97.7533,13-Dec-12
98.0027,97.0227,98.0027,14-Dec-12
98.0287,97.0484,98.0287,17-Dec-12
98.4851,97.5002,98.4851,18-Dec-12
98.9845,97.9947,98.9845,19-Dec-12
98.9639,97.9743,98.9639,20-Dec-12
97.7318,96.7545,97.7318,21-Dec-12
98.1279,97.1466,98.1279,24-Dec-12
98.6114,97.6253,98.6114,26-Dec-12
98.0363,97.0559,98.0363,27-Dec-12
98.1191,97.1379,98.1191,28-Dec-12
98.4039,97.4199,98.4039,31-Dec-12
99.205,98.213,99.205,1-Jan-13
99.8159,98.8177,99.8159,2-Jan-13
100.1331,99.1318,100.1331,3-Jan-13
100.0517,99.0512,100.0517,4-Jan-13
99.8294,98.8311,99.8294,7-Jan-13
100.1162,99.115,100.1162,8-Jan-13
99.8813,98.8825,99.8813,9-Jan-13
100.0504,99.0499,100.0504,10-Jan-13
99.0726,98.0819,99.0726,11-Jan-13
99.9579,98.9583,99.9579,14-Jan-13
100.3424,99.339,100.3424,15-Jan-13
99.5157,98.5205,99.5157,16-Jan-13
99.8916,98.8927,99.8916,17-Jan-13
99.9487,98.9492,99.9487,18-Jan-13
99.9516,98.9521,99.9516,21-Jan-13
99.2578,98.2652,99.2578,22-Jan-13
98.6867,97.6998,98.6867,23-Jan-13
97.5926,96.6167,97.5926,24-Jan-13
98.714,97.7269,98.714,25-Jan-13
98.9982,98.0082,98.9982,28-Jan-13
98.9635,97.9739,98.9635,29-Jan-13
98.7966,97.8086,98.7966,30-Jan-13
98.5201,97.5349,98.5201,31-Jan-13
98.1711,97.1894,98.1711,1-Feb-13
97.9328,96.9535,97.9328,4-Feb-13
97.5082,96.5331,97.5082,5-Feb-13
97.426,96.4517,97.426,6-Feb-13
96.7851,95.8172,96.7851,7-Feb-13
96.6065,95.6404,96.6065,8-Feb-13
96.4608,95.4962,96.4608,11-Feb-13
96.9203,95.9511,96.9203,12-Feb-13
97.1102,96.1391,97.1102,13-Feb-13
96.717,95.7498,96.717,14-Feb-13
96.5593,95.5937,96.5593,15-Feb-13
96.7821,95.8143,96.7821,18-Feb-13
97.3542,96.3807,97.3542,19-Feb-13
97.3659,96.3922,97.3659,20-Feb-13
96.2975,95.3345,96.2975,21-Feb-13
96.2853,95.3224,96.2853,22-Feb-13
96.1679,95.2062,96.1679,25-Feb-13
94.9345,93.9852,94.9345,26-Feb-13
95.6539,94.6974,95.6539,27-Feb-13
94.2675,93.3248,94.2675,28-Feb-13
94.5547,93.6092,94.5547,1-Mar-13
94.1066,93.1655,94.1066,4-Mar-13
95.0891,94.1382,95.0891,5-Mar-13
95.6765,94.7197,95.6765,6-Mar-13
96.3062,95.3431,96.3062,7-Mar-13
97.1866,96.2147,97.1866,8-Mar-13
97.3151,96.3419,97.3151,11-Mar-13
96.9179,95.9487,96.9179,12-Mar-13
96.2507,95.2882,96.2507,13-Mar-13
96.8402,95.8718,96.8402,14-Mar-13
96.4103,95.4462,96.4103,15-Mar-13
96.0216,95.0614,96.0216,18-Mar-13
94.736,93.7886,94.736,19-Mar-13
94.0681,93.1274,94.0681,20-Mar-13
93.2813,92.3485,93.2813,21-Mar-13
93.044,92.1136,93.044,22-Mar-13
92.9018,91.9728,92.9018,25-Mar-13
92.9154,91.9862,92.9154,26-Mar-13
93.8991,92.9601,93.8991,28-Mar-13
94.3531,93.4096,94.3531,1-Apr-13
95.0024,94.0524,95.0024,2-Apr-13
94.4448,93.5004,94.4448,3-Apr-13
93.224,92.2918,93.224,4-Apr-13
92.9233,91.9941,92.9233,5-Apr-13
92.7897,91.8618,92.7897,8-Apr-13
92.3118,91.3887,92.3118,9-Apr-13
92.9676,92.0379,92.9676,10-Apr-13
93.3897,92.4558,93.3897,11-Apr-13
92.766,91.8383,92.766,12-Apr-13
93.0286,92.0983,93.0286,15-Apr-13
94.1961,93.2541,94.1961,16-Apr-13
94.5331,93.5878,94.5331,17-Apr-13
95.3352,94.3818,95.3352,18-Apr-13
96.0285,95.0682,96.0285,22-Apr-13
96.2725,95.3098,96.2725,23-Apr-13
96.6797,95.7129,96.6797,25-Apr-13
96.1814,95.2196,96.1814,26-Apr-13
96.4162,95.452,96.4162,29-Apr-13
96.6743,95.7076,96.6743,30-Apr-13
97.7076,96.7305,97.7076,2-May-13
97.3417,96.3683,97.3417,3-May-13
97.5527,96.5772,97.5527,6-May-13
98.4848,97.5,98.4848,7-May-13
99.0352,98.0448,99.0352,8-May-13
98.8935,97.9046,98.8935,9-May-13
99.2911,98.2982,99.2911,10-May-13
98.3494,97.3659,98.3494,13-May-13
98.4891,97.5042,98.4891,14-May-13
99.8117,98.8136,99.8117,15-May-13
100.3923,99.3884,100.3923,16-May-13
100.7292,99.7219,100.7292,17-May-13
100.564,99.5584,100.564,20-May-13
99.7796,98.7818,99.7796,21-May-13
99.6196,98.6234,99.6196,22-May-13
98.619,97.6328,98.619,23-May-13
99.0781,98.0873,99.0781,24-May-13
100.0685,99.0678,100.0685,27-May-13
100.2157,99.2135,100.2157,28-May-13
100.4269,99.4226,100.4269,29-May-13
100.4248,99.4206,100.4248,30-May-13
99.0454,98.0549,99.0454,31-May-13
98.8223,97.8341,98.8223,3-Jun-13
98.8796,97.8908,98.8796,4-Jun-13
98.9576,97.968,98.9576,5-Jun-13
98.8077,97.8196,98.8077,6-Jun-13
98.381,97.3972,98.381,7-Jun-13
98.0436,97.0632,98.0436,10-Jun-13
97.0847,96.1139,97.0847,11-Jun-13
96.6318,95.6655,96.6318,12-Jun-13
95.4773,94.5225,95.4773,13-Jun-13
96.6488,95.6823,96.6488,14-Jun-13
97.3733,96.3996,97.3733,17-Jun-13
97.3032,96.3302,97.3032,18-Jun-13
97.5521,96.5766,97.5521,19-Jun-13
95.867,94.9083,95.867,20-Jun-13
95.5269,94.5716,95.5269,21-Jun-13
94.088,93.1471,94.088,24-Jun-13
94.1674,93.2257,94.1674,25-Jun-13
93.9067,92.9676,93.9067,26-Jun-13
94.6546,93.7081,94.6546,27-Jun-13
96.0106,95.0505,96.0106,28-Jun-13
97.0827,96.1119,97.0827,1-Jul-13
96.839,95.8706,96.839,2-Jul-13
96.1904,95.2285,96.1904,3-Jul-13
96.9937,96.0238,96.9937,4-Jul-13
97.0499,96.0794,97.0499,5-Jul-13
96.816,95.8478,96.816,8-Jul-13
97.3501,96.3766,97.3501,9-Jul-13
97.3429,96.3695,97.3429,10-Jul-13
98.3305,97.3472,98.3305,11-Jul-13
98.7497,97.7622,98.7497,12-Jul-13
99.4298,98.4355,99.4298,15-Jul-13
97.7908,96.8129,97.7908,16-Jul-13
97.4287,96.4544,97.4287,17-Jul-13
98.0461,97.0656,98.0461,18-Jul-13
97.4729,96.4982,97.4729,19-Jul-13
97.449,96.4745,97.449,22-Jul-13
97.7306,96.7533,97.7306,23-Jul-13
96.4646,95.5,96.4646,24-Jul-13
95.801,94.843,95.801,25-Jul-13
95.6196,94.6634,95.6196,26-Jul-13
95.0139,94.0638,95.0139,29-Jul-13
94.1679,93.2262,94.1679,30-Jul-13
94.2398,93.2974,94.2398,31-Jul-13
94.0116,93.0715,94.0116,1-Aug-13
93.3354,92.402,93.3354,2-Aug-13
93.4036,92.4696,93.4036,5-Aug-13
91.5891,90.6732,91.5891,6-Aug-13
91.0092,90.0991,91.0092,7-Aug-13
91.7261,90.8088,91.7261,8-Aug-13
92.8947,91.9658,92.8947,12-Aug-13
94.1251,93.1838,94.1251,13-Aug-13
94.6616,93.715,94.6616,14-Aug-13
92.1033,91.1823,92.1033,16-Aug-13
90.5749,89.6692,90.5749,19-Aug-13
90.2514,89.3489,90.2514,20-Aug-13
89.4661,88.5714,89.4661,21-Aug-13
90.4374,89.533,90.4374,22-Aug-13
91.1336,90.2223,91.1336,23-Aug-13
91.488,90.5731,91.488,26-Aug-13
89.1805,88.2887,89.1805,27-Aug-13
88.6531,87.7666,88.6531,28-Aug-13
90.4701,89.5654,90.4701,29-Aug-13
91.5459,90.6304,91.5459,30-Aug-13
92.564,91.6384,92.564,2-Sep-13
90.7749,89.8672,90.7749,3-Sep-13
92.0504,91.1299,92.0504,4-Sep-13
93.3353,92.4019,93.3353,5-Sep-13
93.9965,93.0565,93.9965,6-Sep-13
96.286,95.3231,96.286,10-Sep-13
96.9341,95.9648,96.9341,11-Sep-13
96.3052,95.3421,96.3052,12-Sep-13
96.2865,95.3236,96.2865,13-Sep-13
96.3482,95.3847,96.3482,16-Sep-13
96.4079,95.4438,96.4079,17-Sep-13
97.1279,96.1566,97.1279,18-Sep-13
98.9002,97.9112,98.9002,19-Sep-13
98.211,97.2289,98.211,20-Sep-13
97.2076,96.2355,97.2076,23-Sep-13
96.9959,96.0259,96.9959,24-Sep-13
97.0823,96.1115,97.0823,25-Sep-13
97.3061,96.333,97.3061,26-Sep-13
97.2781,96.3053,97.2781,27-Sep-13
96.4321,95.4678,96.4321,30-Sep-13
97.0137,96.0436,97.0137,1-Oct-13
98.452,97.4675,98.452,3-Oct-13
98.6334,97.6471,98.6334,4-Oct-13
98.7906,97.8027,98.7906,7-Oct-13
99.1997,98.2077,99.1997,8-Oct-13
100.1627,99.1611,100.1627,9-Oct-13
100.3662,99.3625,100.3662,10-Oct-13
100.9229,99.9137,100.9229,11-Oct-13
101.3412,100.3278,101.3412,14-Oct-13
100.8999,99.8909,100.8999,15-Oct-13
100.4155,99.4113,100.4155,17-Oct-13
101.7053,100.6882,101.7053,18-Oct-13
101.7032,100.6862,101.7032,21-Oct-13
101.9507,100.9312,101.9507,22-Oct-13
101.6286,100.6123,101.6286,23-Oct-13
101.2416,100.2292,101.2416,24-Oct-13
101.2095,100.1974,101.2095,25-Oct-13
100.484,99.4792,100.484,28-Oct-13
101.6722,100.6555,101.6722,29-Oct-13
102.0662,101.0455,102.0662,30-Oct-13
102.4798,101.455,102.4798,31-Oct-13
102.6227,101.5965,102.6227,1-Nov-13
102.261,101.2384,102.261,5-Nov-13
102.0263,101.006,102.0263,6-Nov-13
101.5115,100.4964,101.5115,7-Nov-13
100.9162,99.907,100.9162,8-Nov-13
100.5459,99.5404,100.5459,11-Nov-13
100.112,99.1109,100.112,12-Nov-13
99.8799,98.8811,99.8799,13-Nov-13
100.5188,99.5136,100.5188,14-Nov-13
101.4506,100.4361,101.4506,18-Nov-13
101.6775,100.6607,101.6775,19-Nov-13
101.0349,100.0246,101.0349,20-Nov-13
99.7768,98.779,99.7768,21-Nov-13
99.7657,98.768,99.7657,22-Nov-13
100.6793,99.6725,100.6793,25-Nov-13
100.2124,99.2103,100.2124,26-Nov-13
100.4564,99.4518,100.4564,27-Nov-13
100.8017,99.7937,100.8017,28-Nov-13
101.745,100.7276,101.745,29-Nov-13
102.4247,101.4005,102.4247,2-Dec-13
102.4677,101.443,102.4677,3-Dec-13
102.2338,101.2115,102.2338,4-Dec-13
102.5631,101.5375,102.5631,5-Dec-13
102.8786,101.8498,102.8786,6-Dec-13
103.5558,102.5202,103.5558,9-Dec-13
103.752,102.7145,103.752,10-Dec-13
103.6778,102.641,103.6778,11-Dec-13
103.3354,102.302,103.3354,12-Dec-13
102.5375,101.5121,102.5375,13-Dec-13
102.6505,101.624,102.6505,16-Dec-13
102.689,101.6621,102.689,17-Dec-13
103.624,102.5878,103.624,18-Dec-13
103.7958,102.7578,103.7958,19-Dec-13
104.7452,103.6977,104.7452,20-Dec-13
105.1366,104.0852,105.1366,23-Dec-13
105.044,103.9936,105.044,24-Dec-13
105.328,104.2747,105.328,26-Dec-13
105.6075,104.5514,105.6075,27-Dec-13
105.414,104.3599,105.414,30-Dec-13
105.8206,104.7624,105.8206,31-Dec-13
106.0321,104.9718,106.0321,1-Jan-14
105.0462,103.9957,105.0462,2-Jan-14
105.5914,104.5355,105.5914,3-Jan-14
105.6634,104.6068,105.6634,6-Jan-14
105.2086,104.1565,105.2086,7-Jan-14
105.4504,104.3959,105.4504,8-Jan-14
105.4242,104.37,105.4242,9-Jan-14
105.6511,104.5946,105.6511,10-Jan-14
106.2188,105.1566,106.2188,13-Jan-14
105.6596,104.603,105.6596,14-Jan-14
105.9925,104.9326,105.9925,15-Jan-14
106.0676,105.0069,106.0676,16-Jan-14
104.9646,103.915,104.9646,17-Jan-14
105.7526,104.6951,105.7526,20-Jan-14
106.1461,105.0846,106.1461,21-Jan-14
106.3649,105.3013,106.3649,22-Jan-14
106.2355,105.1731,106.2355,23-Jan-14
105.2952,104.2422,105.2952,24-Jan-14
103.3832,102.3494,103.3832,27-Jan-14
103.2206,102.1884,103.2206,28-Jan-14
102.9956,101.9656,102.9956,29-Jan-14
102.0195,100.9993,102.0195,30-Jan-14
102.9105,101.8814,102.9105,31-Jan-14
102.3852,101.3613,102.3852,3-Feb-14
102.1687,101.147,102.1687,4-Feb-14
102.3926,101.3687,102.3926,5-Feb-14
102.43,101.4057,102.43,6-Feb-14
102.5738,101.5481,102.5738,7-Feb-14
102.6705,101.6438,102.6705,10-Feb-14
103.2165,102.1843,103.2165,11-Feb-14
103.4227,102.3885,103.4227,12-Feb-14
102.7559,101.7283,102.7559,13-Feb-14
103.0502,102.0197,103.0502,14-Feb-14
103.2056,102.1735,103.2056,17-Feb-14
103.6659,102.6292,103.6659,18-Feb-14
104.2028,103.1608,104.2028,19-Feb-14
103.855,102.8165,103.855,20-Feb-14
104.5836,103.5378,104.5836,21-Feb-14
105.1064,104.0553,105.1064,24-Feb-14
105.2077,104.1556,105.2077,25-Feb-14
105.6021,104.5461,105.6021,26-Feb-14
106.6268,105.5605,106.6268,28-Feb-14
105.8515,104.793,105.8515,3-Mar-14
106.4992,105.4342,106.4992,4-Mar-14
107.281,106.2082,107.281,5-Mar-14
108.2787,107.1959,108.2787,6-Mar-14
108.6508,107.5643,108.6508,7-Mar-14
108.6008,107.5148,108.6008,10-Mar-14
108.3812,107.2974,108.3812,11-Mar-14
108.6181,107.5319,108.6181,12-Mar-14
107.9921,106.9122,107.9921,13-Mar-14
107.688,106.6111,107.688,14-Mar-14
108.0931,107.0122,108.0931,18-Mar-14
108.2843,107.2015,108.2843,19-Mar-14
108.2201,107.1379,108.2201,20-Mar-14
108.6162,107.53,108.6162,21-Mar-14
109.2908,108.1979,109.2908,24-Mar-14
109.5775,108.4817,109.5775,25-Mar-14
109.3964,108.3024,109.3964,26-Mar-14
110.0478,108.9473,110.0478,27-Mar-14
111.2932,110.1803,111.2932,28-Mar-14
111.7009,110.5839,111.7009,31-Mar-14
111.6538,110.5373,111.6538,1-Apr-14
112.0634,110.9428,112.0634,2-Apr-14
111.9483,110.8288,111.9483,3-Apr-14
111.3784,110.2646,111.3784,4-Apr-14
111.1493,110.0378,111.1493,7-Apr-14
112.3136,111.1905,112.3136,9-Apr-14
112.349,111.2255,112.349,10-Apr-14
112.3884,111.2645,112.3884,11-Apr-14
112.5365,111.4111,112.5365,15-Apr-14
111.9334,110.8141,111.9334,16-Apr-14
112.997,111.867,112.997,17-Apr-14
113.4608,112.3262,113.4608,21-Apr-14
113.5757,112.4399,113.5757,22-Apr-14
114.0665,112.9258,114.0665,23-Apr-14
113.6348,112.4985,113.6348,25-Apr-14
113.707,112.5699,113.707,28-Apr-14
113.4471,112.3126,113.4471,29-Apr-14
113.1529,112.0214,113.1529,30-Apr-14
113.6201,112.4839,113.6201,2-May-14
113.5699,112.4342,113.5699,5-May-14
113.7962,112.6582,113.7962,6-May-14
113.3807,112.2469,113.3807,7-May-14
113.6771,112.5403,113.6771,8-May-14
115.54,114.3846,115.54,9-May-14
116.4327,115.2684,116.4327,12-May-14
117.5154,116.3402,117.5154,13-May-14
117.8963,116.7173,117.8963,14-May-14
117.5649,116.3893,117.5649,15-May-14
119.0128,117.8227,119.0128,16-May-14
121.097,119.886,121.097,19-May-14
121.6227,120.4065,121.6227,20-May-14
122.4728,121.2481,122.4728,21-May-14
123.9932,122.7533,123.9932,22-May-14
125.2374,123.985,125.2374,23-May-14
125.0992,123.8482,125.0992,26-May-14
124.6444,123.398,124.6444,27-May-14
125.0424,123.792,125.0424,28-May-14
124.7524,123.5049,124.7524,29-May-14
125.2332,123.9809,125.2332,30-May-14
126.8702,125.6015,126.8702,2-Jun-14
127.5547,126.2792,127.5547,3-Jun-14
128.1734,126.8917,128.1734,4-Jun-14
129.346,128.0525,129.346,5-Jun-14
130.7404,129.433,130.7404,6-Jun-14
131.9541,130.6346,131.9541,9-Jun-14
131.8054,130.4873,131.8054,10-Jun-14
131.466,130.1513,131.466,11-Jun-14
132.0909,130.77,132.0909,12-Jun-14
130.4402,129.1358,130.4402,13-Jun-14
130.3808,129.077,130.3808,16-Jun-14
132.0699,130.7492,132.0699,17-Jun-14
131.6939,130.377,131.6939,18-Jun-14
131.5577,130.2421,131.5577,19-Jun-14
130.8747,129.566,130.8747,20-Jun-14
130.7842,129.4764,130.7842,23-Jun-14
131.8912,130.5723,131.8912,24-Jun-14
132.0103,130.6902,132.0103,25-Jun-14
131.6459,130.3294,131.6459,26-Jun-14
132.5141,131.189,132.5141,27-Jun-14
134.4379,133.0935,134.4379,30-Jun-14
135.2151,133.8629,135.2151,1-Jul-14
136.6788,135.312,136.6788,2-Jul-14
137.1691,135.7974,137.1691,3-Jul-14
137.8661,136.4874,137.8661,4-Jul-14
138.2606,136.878,138.2606,7-Jul-14
135.0819,133.7311,135.0819,8-Jul-14
133.8703,132.5316,133.8703,9-Jul-14
133.762,132.4244,133.762,10-Jul-14
131.958,130.6384,131.958,11-Jul-14
131.6818,130.365,131.6818,14-Jul-14
133.2529,131.9204,133.2529,15-Jul-14
134.5386,133.1932,134.5386,16-Jul-14
134.8893,133.5404,134.8893,17-Jul-14
135.1539,133.8024,135.1539,18-Jul-14
